Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),Year
ELP,El Paso,TX,387.42,462.55,2017
GRR,Grand Rapids,MI,408.57,487.81,2017
OKC,Oklahoma City,OK,399.64,477.14,2017
SDF,Louisville,KY,409.98,489.49,2017
ANC,Anchorage,AK,430.09,513.49,2017
GEG,Spokane,WA,349.83,417.67,2017
RNO,Reno,NV,339.0,404.75,2017
PVD,Providence,RI,338.78,404.48,2017
TUS,Tucson,AZ,382.34,456.49,2017
DSM,Des Moines,IA,379.18,452.71,2017
LGB,Long Beach,CA,200.88,239.83,2017
TUL,Tulsa,OK,409.44,488.84,2017
SYR,Syracuse,NY,423.89,506.1,2017
SRQ,Sarasota/Bradenton,FL,417.63,498.62,2017
ALB,Albany,NY,397.84,474.99,2017
BHM,Birmingham,AL,457.38,546.08,2017
SAV,Savannah,GA,400.71,478.42,2017
ROC,Rochester,NY,377.9,451.18,2017
KOA,Kona,HI,309.55,369.58,2017
TYS,Knoxville,TN,453.56,541.52,2017
MYR,Myrtle Beach,SC,266.11,317.71,2017
PNS,Pensacola,FL,444.38,530.56,2017
GSP,Greenville-Spartanburg,SC,415.77,496.4,2017
COS,Colorado Springs,CO,350.7,418.7,2017
HPN,White Plains,NY,402.26,480.27,2017
LIH,Lihue,HI,281.88,336.55,2017
FAT,Fresno,CA,438.82,523.92,2017
LIT,Little Rock,AR,439.24,524.42,2017
MSN,Madison,WI,483.77,577.58,2017
PWM,Portland,ME,394.87,471.45,2017
PSP,Palm Springs,CA,387.26,462.36,2017
BZN,Bozeman,MT,457.93,546.73,2017
SFB,Sanford,FL,119.95,143.21,2017
PIE,St. Petersburg,FL,122.72,146.52,2017
AVL,Asheville,NC,384.37,458.91,2017
LAX,Los Angeles,CA,352.79,411.17,2018
ORD,Chicago-O'Hare,IL,338.55,394.56,2018
DEN,Denver,CO,302.55,352.61,2018
ATL,Atlanta,GA,360.85,420.56,2018
EWR,Newark,NJ,403.74,470.55,2018
BOS,Boston,MA,328.21,382.51,2018
SEA,Seattle,WA,337.31,393.12,2018
MCO,Orlando,FL,249.74,291.06,2018
DFW,Dallas-DFW,TX,383.43,446.87,2018
PHX,Phoenix,AZ,338.57,394.59,2018
SFO,San Francisco,CA,379.43,442.21,2018
JFK,New York-JFK,NY,390.2,454.76,2018
LAS,Las Vegas,NV,240.35,280.12,2018
LGA,New York-La Guardia,NY,329.16,383.62,2018
MSP,Minneapolis,MN,372.21,433.79,2018
PHL,Philadelphia,PA,379.26,442.01,2018
IAH,Houston-Intercontinental,TX,413.66,482.11,2018
SAN,San Diego,CA,326.66,380.71,2018
DTW,Detroit,MI,373.37,435.15,2018
FLL,Fort Lauderdale,FL,245.35,285.95,2018
DCA,Washington-Reagan National,DC,357.42,416.56,2018
TPA,Tampa,FL,308.88,359.98,2018
MIA,Miami,FL,319.52,372.39,2018
AUS,Austin,TX,341.51,398.01,2018
BWI,Baltimore,MD,318.44,371.12,2018
PDX,Portland,OR,329.09,383.54,2018
SLC,Salt Lake City,UT,359.45,418.93,2018
BNA,Nashville,TN,350.04,407.96,2018
CLT,Charlotte,NC,425.77,496.22,2018
SMF,Sacramento,CA,339.37,395.52,2018
RDU,Raleigh/Durham,NC,344.17,401.11,2018
MDW,Chicago-Midway,IL,305.63,356.19,2018
HNL,Honolulu,HI,374.36,436.31,2018
STL,St. Louis,MO,363.48,423.62,2018
SJC,San Jose,CA,298.98,348.44,2018
OAK,Oakland,CA,287.64,335.24,2018
DAL,Dallas-Love Field,TX,303.32,353.51,2018
SNA,Santa Ana,CA,372.27,433.87,2018
MCI,Kansas City,MO,348.32,405.95,2018
MSY,New Orleans,LA,301.66,351.57,2018
CLE,Cleveland,OH,319.8,372.71,2018
IAD,Washington-Dulles,DC,427.37,498.08,2018
IND,Indianapolis,IN,346.15,403.42,2018
SJU,San Juan,PR,274.87,320.35,2018
SAT,San Antonio,TX,356.41,415.38,2018
PIT,Pittsburgh,PA,349.92,407.82,2018
CVG,Cincinnati,OH,320.78,373.86,2018
CMH,Columbus,OH,357.79,416.99,2018
HOU,Houston-Hobby,TX,338.79,394.84,2018
RSW,Fort Myers,FL,311.75,363.33,2018
BDL,Hartford,CT,373.67,435.5,2018
ONT,Ontario,CA,331.9,386.82,2018
JAX,Jacksonville,FL,360.52,420.17,2018
MKE,Milwaukee,WI,335.88,391.45,2018
BUR,Burbank,CA,267.28,311.5,2018
PBI,West Palm Beach/Palm Beach,FL,334.01,389.28,2018
OMA,Omaha,NE,356.55,415.54,2018
MEM,Memphis,TN,391.89,456.73,2018
RIC,Richmond,VA,402.18,468.72,2018
BOI,Boise,ID,345.49,402.65,2018
CHS,Charleston,SC,355.8,414.67,2018
BUF,Buffalo,NY,306.52,357.24,2018
ORF,Norfolk,VA,408.45,476.04,2018
ABQ,Albuquerque,NM,345.6,402.78,2018
OGG,Kahului,HI,298.09,347.41,2018
ELP,El Paso,TX,373.13,434.87,2018
GRR,Grand Rapids,MI,387.58,451.71,2018
OKC,Oklahoma City,OK,385.68,449.5,2018
SDF,Louisville,KY,387.1,451.15,2018
ANC,Anchorage,AK,450.53,525.07,2018
GEG,Spokane,WA,345.39,402.54,2018
RNO,Reno,NV,346.57,403.91,2018
PVD,Providence,RI,322.43,375.78,2018
TUS,Tucson,AZ,391.47,456.24,2018
DSM,Des Moines,IA,379.37,442.14,2018
LGB,Long Beach,CA,215.62,251.3,2018
TUL,Tulsa,OK,394.23,459.46,2018
SYR,Syracuse,NY,385.92,449.78,2018
SRQ,Sarasota/Bradenton,FL,405.06,472.08,2018
ALB,Albany,NY,399.22,465.28,2018
BHM,Birmingham,AL,443.54,516.93,2018
SAV,Savannah,GA,377.74,440.24,2018
ROC,Rochester,NY,363.07,423.15,2018
KOA,Kona,HI,299.37,348.91,2018
TYS,Knoxville,TN,448.12,522.27,2018
MYR,Myrtle Beach,SC,268.41,312.82,2018
PNS,Pensacola,FL,429.64,500.72,2018
GSP,Greenville-Spartanburg,SC,419.69,489.13,2018
COS,Colorado Springs,CO,352.21,410.49,2018
HPN,White Plains,NY,415.37,484.09,2018
LIH,Lihue,HI,274.37,319.77,2018
FAT,Fresno,CA,417.48,486.56,2018
LIT,Little Rock,AR,425.19,495.54,2018
MSN,Madison,WI,461.73,538.12,2018
PWM,Portland,ME,363.81,424.0,2018
PSP,Palm Springs,CA,390.57,455.19,2018
BZN,Bozeman,MT,459.33,535.33,2018
SFB,Sanford,FL,122.74,143.05,2018
PIE,St. Petersburg,FL,128.05,149.24,2018
AVL,Asheville,NC,359.64,419.15,2018
LAX,Los Angeles,CA,356.56,408.16,2019
ORD,Chicago-O'Hare,IL,344.89,394.8,2019
DEN,Denver,CO,300.48,343.97,2019
ATL,Atlanta,GA,370.49,424.1,2019
EWR,Newark,NJ,407.21,466.14,2019
BOS,Boston,MA,337.73,386.61,2019
SEA,Seattle,WA,336.51,385.21,2019
MCO,Orlando,FL,251.75,288.18,2019
DFW,Dallas-DFW,TX,402.57,460.83,2019
PHX,Phoenix,AZ,348.77,399.25,2019
SFO,San Francisco,CA,397.16,454.64,2019
JFK,New York-JFK,NY,402.31,460.53,2019
LAS,Las Vegas,NV,243.05,278.22,2019
LGA,New York-La Guardia,NY,334.38,382.77,2019
MSP,Minneapolis,MN,367.09,420.21,2019
PHL,Philadelphia,PA,370.65,424.29,2019
IAH,Houston-Intercontinental,TX,406.9,465.78,2019
SAN,San Diego,CA,327.6,375.01,2019
DTW,Detroit,MI,378.03,432.74,2019
FLL,Fort Lauderdale,FL,257.61,294.89,2019
DCA,Washington-Reagan National,DC,372.2,426.06,2019
TPA,Tampa,FL,308.48,353.12,2019
MIA,Miami,FL,335.34,383.87,2019
AUS,Austin,TX,339.52,388.65,2019
BWI,Baltimore,MD,324.64,371.62,2019
PDX,Portland,OR,338.41,387.39,2019
SLC,Salt Lake City,UT,376.25,430.7,2019
BNA,Nashville,TN,336.26,384.92,2019
CLT,Charlotte,NC,411.88,471.48,2019
SMF,Sacramento,CA,334.84,383.3,2019
RDU,Raleigh/Durham,NC,329.6,377.29,2019
MDW,Chicago-Midway,IL,310.71,355.68,2019
HNL,Honolulu,HI,343.89,393.66,2019
STL,St. Louis,MO,367.13,420.26,2019
SJC,San Jose,CA,295.91,338.73,2019
OAK,Oakland,CA,295.91,338.73,2019
DAL,Dallas-Love Field,TX,319.69,365.95,2019
SNA,Santa Ana,CA,384.67,440.33,2019
MCI,Kansas City,MO,365.0,417.82,2019
MSY,New Orleans,LA,295.42,338.17,2019
CLE,Cleveland,OH,316.18,361.93,2019
IAD,Washington-Dulles,DC,456.06,522.06,2019
IND,Indianapolis,IN,360.7,412.9,2019
SJU,San Juan,PR,281.33,322.04,2019
SAT,San Antonio,TX,358.86,410.8,2019
PIT,Pittsburgh,PA,355.88,407.38,2019
CVG,Cincinnati,OH,327.66,375.08,2019
CMH,Columbus,OH,359.4,411.41,2019
HOU,Houston-Hobby,TX,339.28,388.38,2019
RSW,Fort Myers,FL,307.17,351.62,2019
BDL,Hartford,CT,377.71,432.37,2019
ONT,Ontario,CA,335.0,383.48,2019
JAX,Jacksonville,FL,340.54,389.82,2019
MKE,Milwaukee,WI,348.61,399.05,2019
BUR,Burbank,CA,279.28,319.69,2019
PBI,West Palm Beach/Palm Beach,FL,337.61,386.47,2019
OMA,Omaha,NE,369.9,423.43,2019
MEM,Memphis,TN,386.02,441.89,2019
RIC,Richmond,VA,393.69,450.66,2019
BOI,Boise,ID,351.11,401.92,2019
CHS,Charleston,SC,353.36,404.5,2019
BUF,Buffalo,NY,316.21,361.98,2019
ORF,Norfolk,VA,401.16,459.21,2019
ABQ,Albuquerque,NM,368.31,421.61,2019
OGG,Kahului,HI,273.27,312.82,2019
ELP,El Paso,TX,374.29,428.46,2019
GRR,Grand Rapids,MI,374.78,429.02,2019
OKC,Oklahoma City,OK,389.49,445.86,2019
SDF,Louisville,KY,379.19,434.06,2019
ANC,Anchorage,AK,449.73,514.81,2019
GEG,Spokane,WA,353.36,404.5,2019
RNO,Reno,NV,346.56,396.71,2019
PVD,Providence,RI,337.59,386.44,2019
TUS,Tucson,AZ,388.44,444.65,2019
DSM,Des Moines,IA,381.76,437.0,2019
LGB,Long Beach,CA,231.61,265.13,2019
TUL,Tulsa,OK,402.55,460.81,2019
SYR,Syracuse,NY,357.39,409.11,2019
SRQ,Sarasota/Bradenton,FL,353.07,404.16,2019
ALB,Albany,NY,386.14,442.02,2019
BHM,Birmingham,AL,444.62,508.97,2019
SAV,Savannah,GA,365.39,418.26,2019
ROC,Rochester,NY,365.85,418.8,2019
KOA,Kona,HI,269.9,308.96,2019
TYS,Knoxville,TN,401.84,459.99,2019
MYR,Myrtle Beach,SC,263.35,301.46,2019
PNS,Pensacola,FL,411.23,470.74,2019
GSP,Greenville-Spartanburg,SC,403.71,462.13,2019
COS,Colorado Springs,CO,383.22,438.68,2019
HPN,White Plains,NY,404.8,463.39,2019
LIH,Lihue,HI,270.21,309.31,2019
FAT,Fresno,CA,405.17,463.8,2019
LIT,Little Rock,AR,416.44,476.71,2019
MSN,Madison,WI,441.83,505.77,2019
PWM,Portland,ME,367.29,420.44,2019
PSP,Palm Springs,CA,372.76,426.7,2019
BZN,Bozeman,MT,414.06,473.98,2019
SFB,Sanford,FL,123.24,141.08,2019
PIE,St. Petersburg,FL,128.55,147.15,2019
AVL,Asheville,NC,309.95,354.81,2019
LAX,Los Angeles,CA,291.59,329.72,2020
ORD,Chicago-O'Hare,IL,276.92,313.13,2020
DEN,Denver,CO,252.89,285.96,2020
ATL,Atlanta,GA,299.23,338.36,2020
EWR,Newark,NJ,305.94,345.95,2020
BOS,Boston,MA,290.54,328.53,2020
SEA,Seattle,WA,287.04,324.58,2020
MCO,Orlando,FL,215.74,243.96,2020
DFW,Dallas-DFW,TX,323.76,366.09,2020
PHX,Phoenix,AZ,280.89,317.62,2020
SFO,San Francisco,CA,338.28,382.52,2020
JFK,New York-JFK,NY,344.35,389.38,2020
LAS,Las Vegas,NV,210.13,237.6,2020
LGA,New York-La Guardia,NY,279.91,316.52,2020
MSP,Minneapolis,MN,314.42,355.53,2020
PHL,Philadelphia,PA,293.15,331.48,2020
IAH,Houston-Intercontinental,TX,324.51,366.94,2020
SAN,San Diego,CA,282.96,319.97,2020
DTW,Detroit,MI,313.78,354.81,2020
FLL,Fort Lauderdale,FL,214.33,242.36,2020
DCA,Washington-Reagan National,DC,315.73,357.02,2020
TPA,Tampa,FL,258.94,292.8,2020
MIA,Miami,FL,265.82,300.58,2020
AUS,Austin,TX,285.64,322.99,2020
BWI,Baltimore,MD,267.48,302.45,2020
PDX,Portland,OR,289.01,326.8,2020
SLC,Salt Lake City,UT,329.56,372.66,2020
BNA,Nashville,TN,271.04,306.49,2020
CLT,Charlotte,NC,335.27,379.11,2020
SMF,Sacramento,CA,282.8,319.78,2020
RDU,Raleigh/Durham,NC,288.82,326.58,2020
MDW,Chicago-Midway,IL,234.64,265.32,2020
HNL,Honolulu,HI,296.31,335.05,2020
STL,St. Louis,MO,301.17,340.56,2020
SJC,San Jose,CA,256.71,290.27,2020
OAK,Oakland,CA,250.02,282.72,2020
DAL,Dallas-Love Field,TX,259.47,293.4,2020
SNA,Santa Ana,CA,325.27,367.81,2020
MCI,Kansas City,MO,308.82,349.2,2020
MSY,New Orleans,LA,253.71,286.89,2020
CLE,Cleveland,OH,256.61,290.16,2020
IAD,Washington-Dulles,DC,379.19,428.78,2020
IND,Indianapolis,IN,286.55,324.02,2020
SJU,San Juan,PR,207.74,234.91,2020
SAT,San Antonio,TX,311.92,352.71,2020
PIT,Pittsburgh,PA,292.82,331.11,2020
CVG,Cincinnati,OH,266.05,300.84,2020
CMH,Columbus,OH,300.08,339.32,2020
HOU,Houston-Hobby,TX,269.28,304.5,2020
RSW,Fort Myers,FL,258.39,292.18,2020
BDL,Hartford,CT,312.68,353.57,2020
ONT,Ontario,CA,286.54,324.01,2020
JAX,Jacksonville,FL,305.89,345.89,2020
MKE,Milwaukee,WI,302.28,341.81,2020
BUR,Burbank,CA,250.21,282.93,2020
PBI,West Palm Beach/Palm Beach,FL,291.9,330.08,2020
OMA,Omaha,NE,307.78,348.03,2020
MEM,Memphis,TN,302.55,342.12,2020
RIC,Richmond,VA,319.54,361.33,2020
BOI,Boise,ID,291.75,329.91,2020
CHS,Charleston,SC,303.39,343.07,2020
BUF,Buffalo,NY,289.22,327.04,2020
ORF,Norfolk,VA,330.4,373.6,2020
ABQ,Albuquerque,NM,295.48,334.12,2020
OGG,Kahului,HI,260.14,294.15,2020
ELP,El Paso,TX,304.21,343.99,2020
GRR,Grand Rapids,MI,294.91,333.48,2020
OKC,Oklahoma City,OK,311.12,351.8,2020
SDF,Louisville,KY,304.49,344.31,2020
ANC,Anchorage,AK,422.21,477.42,2020
GEG,Spokane,WA,297.76,336.69,2020
RNO,Reno,NV,295.83,334.52,2020
PVD,Providence,RI,283.06,320.08,2020
TUS,Tucson,AZ,311.91,352.69,2020
DSM,Des Moines,IA,303.32,342.98,2020
LGB,Long Beach,CA,210.01,237.48,2020
TUL,Tulsa,OK,314.39,355.51,2020
SYR,Syracuse,NY,315.61,356.88,2020
SRQ,Sarasota/Bradenton,FL,277.4,313.67,2020
ALB,Albany,NY,322.0,364.11,2020
BHM,Birmingham,AL,345.79,391.01,2020
SAV,Savannah,GA,335.95,379.88,2020
ROC,Rochester,NY,321.74,363.81,2020
KOA,Kona,HI,251.88,284.82,2020
TYS,Knoxville,TN,328.57,371.53,2020
MYR,Myrtle Beach,SC,254.55,287.84,2020
PNS,Pensacola,FL,313.95,355.01,2020
GSP,Greenville-Spartanburg,SC,333.03,376.58,2020
COS,Colorado Springs,CO,333.03,376.58,2020
HPN,White Plains,NY,357.56,404.32,2020
LIH,Lihue,HI,236.2,267.09,2020
FAT,Fresno,CA,335.31,379.16,2020
LIT,Little Rock,AR,320.37,362.26,2020
MSN,Madison,WI,361.62,408.91,2020
PWM,Portland,ME,306.21,346.25,2020
PSP,Palm Springs,CA,329.29,372.35,2020
BZN,Bozeman,MT,351.82,397.83,2020
SFB,Sanford,FL,105.49,119.28,2020
PIE,St. Petersburg,FL,107.16,121.18,2020
AVL,Asheville,NC,257.67,291.36,2020
LAX,Los Angeles,CA,322.2,347.99,2021
ORD,Chicago-O'Hare,IL,284.93,307.74,2021
DEN,Denver,CO,271.37,293.09,2021
ATL,Atlanta,GA,303.74,328.05,2021
EWR,Newark,NJ,313.97,339.1,2021
BOS,Boston,MA,329.44,355.81,2021
SEA,Seattle,WA,308.81,333.52,2021
MCO,Orlando,FL,220.15,237.77,2021
DFW,Dallas-DFW,TX,319.66,345.25,2021
PHX,Phoenix,AZ,292.23,315.62,2021
SFO,San Francisco,CA,388.38,419.46,2021
JFK,New York-JFK,NY,338.82,365.94,2021
LAS,Las Vegas,NV,230.91,249.39,2021
LGA,New York-La Guardia,NY,283.63,306.33,2021
MSP,Minneapolis,MN,305.72,330.19,2021
PHL,Philadelphia,PA,307.58,332.19,2021
IAH,Houston-Intercontinental,TX,324.59,350.57,2021
SAN,San Diego,CA,329.02,355.35,2021
DTW,Detroit,MI,326.08,352.17,2021
FLL,Fort Lauderdale,FL,213.98,231.1,2021
DCA,Washington-Reagan National,DC,323.64,349.54,2021
TPA,Tampa,FL,257.98,278.63,2021
MIA,Miami,FL,249.76,269.75,2021
AUS,Austin,TX,297.83,321.66,2021
BWI,Baltimore,MD,292.32,315.71,2021
PDX,Portland,OR,338.02,365.07,2021
SLC,Salt Lake City,UT,332.65,359.27,2021
BNA,Nashville,TN,280.65,303.12,2021
CLT,Charlotte,NC,338.36,365.44,2021
SMF,Sacramento,CA,323.47,349.36,2021
RDU,Raleigh/Durham,NC,299.39,323.35,2021
MDW,Chicago-Midway,IL,248.51,268.4,2021
HNL,Honolulu,HI,328.61,354.91,2021
STL,St. Louis,MO,308.38,333.06,2021
SJC,San Jose,CA,305.14,329.56,2021
OAK,Oakland,CA,271.7,293.45,2021
DAL,Dallas-Love Field,TX,261.87,282.83,2021
SNA,Santa Ana,CA,315.29,340.52,2021
MCI,Kansas City,MO,325.37,351.4,2021
MSY,New Orleans,LA,269.02,290.55,2021
CLE,Cleveland,OH,277.69,299.91,2021
IAD,Washington-Dulles,DC,397.9,429.75,2021
IND,Indianapolis,IN,308.82,333.54,2021
SJU,San Juan,PR,236.73,255.67,2021
SAT,San Antonio,TX,329.84,356.23,2021
PIT,Pittsburgh,PA,312.33,337.32,2021
CVG,Cincinnati,OH,286.19,309.09,2021
CMH,Columbus,OH,314.97,340.18,2021
HOU,Houston-Hobby,TX,275.28,297.31,2021
RSW,Fort Myers,FL,264.91,286.11,2021
BDL,Hartford,CT,327.86,354.1,2021
ONT,Ontario,CA,302.28,326.48,2021
JAX,Jacksonville,FL,315.67,340.93,2021
MKE,Milwaukee,WI,322.23,348.02,2021
BUR,Burbank,CA,254.99,275.4,2021
PBI,West Palm Beach/Palm Beach,FL,294.01,317.54,2021
OMA,Omaha,NE,331.97,358.54,2021
MEM,Memphis,TN,318.75,344.26,2021
RIC,Richmond,VA,325.59,351.65,2021
BOI,Boise,ID,304.44,328.81,2021
CHS,Charleston,SC,298.19,322.05,2021
BUF,Buffalo,NY,310.62,335.48,2021
ORF,Norfolk,VA,351.41,379.53,2021
ABQ,Albuquerque,NM,345.54,373.19,2021
OGG,Kahului,HI,274.25,296.2,2021
ELP,El Paso,TX,331.05,357.55,2021
GRR,Grand Rapids,MI,322.06,347.84,2021
OKC,Oklahoma City,OK,339.46,366.63,2021
SDF,Louisville,KY,306.5,331.02,2021
ANC,Anchorage,AK,406.48,439.01,2021
GEG,Spokane,WA,323.36,349.24,2021
RNO,Reno,NV,308.18,332.85,2021
PVD,Providence,RI,324.0,349.92,2021
TUS,Tucson,AZ,347.36,375.16,2021
DSM,Des Moines,IA,322.8,348.63,2021
LGB,Long Beach,CA,254.83,275.22,2021
TUL,Tulsa,OK,339.17,366.32,2021
SYR,Syracuse,NY,348.61,376.51,2021
SRQ,Sarasota/Bradenton,FL,263.13,284.19,2021
ALB,Albany,NY,356.51,385.04,2021
BHM,Birmingham,AL,374.05,403.98,2021
SAV,Savannah,GA,306.54,331.07,2021
ROC,Rochester,NY,348.33,376.21,2021
KOA,Kona,HI,268.52,290.01,2021
TYS,Knoxville,TN,354.86,383.26,2021
MYR,Myrtle Beach,SC,222.59,240.41,2021
PNS,Pensacola,FL,318.01,343.46,2021
GSP,Greenville-Spartanburg,SC,362.69,391.72,2021
COS,Colorado Springs,CO,312.13,337.11,2021
HPN,White Plains,NY,335.62,362.48,2021
LIH,Lihue,HI,259.76,280.55,2021
FAT,Fresno,CA,337.86,364.89,2021
LIT,Little Rock,AR,343.51,371.01,2021
MSN,Madison,WI,394.96,426.57,2021
PWM,Portland,ME,334.18,360.92,2021
PSP,Palm Springs,CA,321.33,347.05,2021
BZN,Bozeman,MT,320.16,345.79,2021
SFB,Sanford,FL,119.55,129.12,2021
PIE,St. Petersburg,FL,125.31,135.34,2021
AVL,Asheville,NC,271.61,293.35,2021
LAX,Los Angeles,CA,416.64,416.64,2022
ORD,Chicago-O'Hare,IL,373.01,373.01,2022
DEN,Denver,CO,341.22,341.22,2022
ATL,Atlanta,GA,393.8,393.8,2022
EWR,Newark,NJ,403.22,403.22,2022
BOS,Boston,MA,386.07,386.07,2022
SEA,Seattle,WA,409.84,409.84,2022
MCO,Orlando,FL,273.35,273.35,2022
DFW,Dallas-DFW,TX,420.36,420.36,2022
PHX,Phoenix,AZ,372.62,372.62,2022
SFO,San Francisco,CA,456.86,456.86,2022
JFK,New York-JFK,NY,416.17,416.17,2022
LAS,Las Vegas,NV,264.24,264.24,2022
LGA,New York-La Guardia,NY,318.49,318.49,2022
MSP,Minneapolis,MN,408.51,408.51,2022
PHL,Philadelphia,PA,396.79,396.79,2022
IAH,Houston-Intercontinental,TX,400.73,400.73,2022
SAN,San Diego,CA,378.16,378.16,2022
DTW,Detroit,MI,425.35,425.35,2022
FLL,Fort Lauderdale,FL,271.78,271.78,2022
DCA,Washington-Reagan National,DC,379.01,379.01,2022
TPA,Tampa,FL,328.84,328.84,2022
MIA,Miami,FL,322.89,322.89,2022
AUS,Austin,TX,362.92,362.92,2022
BWI,Baltimore,MD,351.26,351.26,2022
PDX,Portland,OR,425.35,425.35,2022
SLC,Salt Lake City,UT,420.3,420.3,2022
BNA,Nashville,TN,346.47,346.47,2022
CLT,Charlotte,NC,444.42,444.42,2022
SMF,Sacramento,CA,367.64,367.64,2022
RDU,Raleigh/Durham,NC,381.63,381.63,2022
MDW,Chicago-Midway,IL,303.05,303.05,2022
HNL,Honolulu,HI,348.33,348.33,2022
STL,St. Louis,MO,373.76,373.76,2022
SJC,San Jose,CA,325.94,325.94,2022
OAK,Oakland,CA,288.23,288.23,2022
DAL,Dallas-Love Field,TX,329.47,329.47,2022
SNA,Santa Ana,CA,382.37,382.37,2022
MCI,Kansas City,MO,394.88,394.88,2022
MSY,New Orleans,LA,320.25,320.25,2022
CLE,Cleveland,OH,343.09,343.09,2022
IAD,Washington-Dulles,DC,494.78,494.78,2022
IND,Indianapolis,IN,391.94,391.94,2022
SJU,San Juan,PR,299.03,299.03,2022
SAT,San Antonio,TX,390.39,390.39,2022
PIT,Pittsburgh,PA,382.66,382.66,2022
CVG,Cincinnati,OH,368.71,368.71,2022
CMH,Columbus,OH,391.7,391.7,2022
HOU,Houston-Hobby,TX,328.64,328.64,2022
RSW,Fort Myers,FL,337.43,337.43,2022
BDL,Hartford,CT,371.32,371.32,2022
ONT,Ontario,CA,364.1,364.1,2022
JAX,Jacksonville,FL,386.95,386.95,2022
MKE,Milwaukee,WI,391.14,391.14,2022
BUR,Burbank,CA,278.32,278.32,2022
PBI,West Palm Beach/Palm Beach,FL,363.54,363.54,2022
OMA,Omaha,NE,413.97,413.97,2022
MEM,Memphis,TN,393.48,393.48,2022
RIC,Richmond,VA,401.11,401.11,2022
BOI,Boise,ID,388.0,388.0,2022
CHS,Charleston,SC,352.45,352.45,2022
BUF,Buffalo,NY,339.3,339.3,2022
ORF,Norfolk,VA,416.81,416.81,2022
ABQ,Albuquerque,NM,405.15,405.15,2022
OGG,Kahului,HI,269.43,269.43,2022
ELP,El Paso,TX,382.47,382.47,2022
GRR,Grand Rapids,MI,404.17,404.17,2022
OKC,Oklahoma City,OK,423.91,423.91,2022
SDF,Louisville,KY,390.42,390.42,2022
ANC,Anchorage,AK,508.24,508.24,2022
GEG,Spokane,WA,415.4,415.4,2022
RNO,Reno,NV,382.17,382.17,2022
PVD,Providence,RI,355.8,355.8,2022
TUS,Tucson,AZ,433.83,433.83,2022
DSM,Des Moines,IA,377.66,377.66,2022
LGB,Long Beach,CA,277.08,277.08,2022
TUL,Tulsa,OK,409.97,409.97,2022
SYR,Syracuse,NY,385.56,385.56,2022
SRQ,Sarasota/Bradenton,FL,323.61,323.61,2022
ALB,Albany,NY,415.46,415.46,2022
BHM,Birmingham,AL,476.69,476.69,2022
SAV,Savannah,GA,378.67,378.67,2022
ROC,Rochester,NY,378.49,378.49,2022
KOA,Kona,HI,267.18,267.18,2022
TYS,Knoxville,TN,448.99,448.99,2022
MYR,Myrtle Beach,SC,261.04,261.04,2022
PNS,Pensacola,FL,436.09,436.09,2022
GSP,Greenville-Spartanburg,SC,478.07,478.07,2022
COS,Colorado Springs,CO,375.83,375.83,2022
HPN,White Plains,NY,381.76,381.76,2022
LIH,Lihue,HI,242.27,242.27,2022
FAT,Fresno,CA,435.82,435.82,2022
LIT,Little Rock,AR,436.09,436.09,2022
MSN,Madison,WI,512.12,512.12,2022
PWM,Portland,ME,413.03,413.03,2022
PSP,Palm Springs,CA,393.17,393.17,2022
BZN,Bozeman,MT,427.6,427.6,2022
SFB,Sanford,FL,147.58,147.58,2022
PIE,St. Petersburg,FL,146.34,146.34,2022
AVL,Asheville,NC,324.94,324.94,2022
